link,question,related_links
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=11191&row_limit=1,"Tôi chưa nhận chế độ ốm đau, thai sản, dưỡng sức phục hối sức khỏe tại đơn vị sử dụng lao động, muốn hỏi thủ tục để nhận chế độ này như thế nào.","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000693', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001598', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001667']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=30440&row_limit=1,Việc tổ chức thi hoặc xét thăng hạng chức danh nghề nghiệp viên chức được thực hiện như thế nào?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005394']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=30439&row_limit=1,Việc tổ chức thi hoặc xét thăng hạng chức danh nghề nghiệp và thay đổi chức danh nghề nghiệp đối với viên chức căn cứ vào đâu?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005394']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=30429&row_limit=1,Đối tượng nào được hưởng ưu tiên trong tuyển dụng viên chức?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005388']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=30423&row_limit=1,"Khi dự thi nâng ngạch công chức lên ngạch chuyên viên chính thì tôi phải thi những môn gì, hình thức thi và thời gian thi các môn như thế nào. Trường hợp nào thì tôi được miễn thi môn ngoại ngữ và môn tin học?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.002157']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19418&row_limit=1,Điều kiện để được cấp chứng chỉ hành nghề tư vấn thẩm định về PCCC là gì?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001288']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19419&row_limit=1,"Điều kiện để được cấp chứng chỉ hành nghề tư vấn kiểm tra, kiểm định kỹ thuật về PCCC là gì?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001288']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=30415&row_limit=1,"Nếu trúng tuyển kỳ thi công chức thì tôi phải hoàn thiện những hồ sơ, giấy tờ gì?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005384']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=30438&row_limit=1,"Khi dự thi hoặc xét thăng hạng chức danh nghề nghiệp viên chức thì tôi cần phải nộp các loại hồ sơ, giấy tờ gì? Nộp cho ai?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005394']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=30432&row_limit=1,Nội dung và hình thức xét tuyển viên chức được thực hiện như thế nào?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005392']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19423&row_limit=1,"Điều kiện đối với doanh nghiệp, cơ sở kinh doanh trong lĩnh vực tư vấn thẩm định về PCCC là gì?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001288', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001773']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=12815&row_limit=1,Tôi có GCNKNCM thuyền trưởng tàu biển dưới 50 GTđược chuyển đổi sang GCNKNCM thuyền trưởng hạng mấy của phương tiện thủy nội địa và thủ tục cần những gì?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003135', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003202']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=30431&row_limit=1,Nếu tôi trúng tuyển kỳ thi viên chức thì công nhận kết quả thi và việc ký kết hợp đồng tuyển dụng được thực hiện như thế nào?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.005388']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=16948&row_limit=1,"Công ty tôi muốn nộp hồ sơ xin cấp mới và cấp lại chứng chỉ nhân viên bức xạ (kỹ sư trưởng lò phản ứng hạt nhân, trưởng ca vận hành lò phản ứng hạt nhân, người quản lý nhiên liệu hạt nhân, nhân viên vận hành lò phản ứng hạt nhân), thời hạn xử lý hồ sơ là bao nhiêu ngày?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000173', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000094', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000223']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19401&row_limit=1,"Việc cấp lại Chứng minh nhân dân đối với trường hợp mất hồ sơ Chứng minh nhân dân do thất lạc, hỏa hoạn, bão lụt, thiên tai được quy định như thế nào?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003404', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004364']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19380&row_limit=1,Công dân phải làm thủ tục đổi chứng minh nhân dân khi nào?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003092', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003410']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19732&row_limit=1,Hộ chiếu có được sử dụng thay thế chứng minh nhân dân không?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001456', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19381&row_limit=1,Khi nào công dân được cấp lại Chứng minh nhân dân?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004364']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19350&row_limit=1,Đối tượng nào được cấp thẻ Căn cước công dân?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000200', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001174', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001177', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001196']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19369&row_limit=1,"Trình tự, thủ tục cấp đổi, cấp lại thẻ Căn cước công dân được quy định như thế nào?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000757', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000377', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000408', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000889', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001194']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19371&row_limit=1,"Thẩm quyền cấp, đổi, cấp lại thẻ Căn cước công dân thuộc về ai?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000757', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000889']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19722&row_limit=1,Điều kiện để được cấp hộ chiếu phổ thông là gì?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001456', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19723&row_limit=1,Lệ phí cấp hộ chiếu là bao nhiêu?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001456', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19725&row_limit=1,Tôi cấp hộ chiếu lần đầu có được nộp hồ sơ tại Cục Quản lý xuất nhập cảnh không?,['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19730&row_limit=1,Tôi muốn làm hộ chiếu cho con gái 02 tuổi nhưng không có thời gian trực tiếp đi làm thì có nhờ ông hoặc bà nội của cháu đi làm hộ không?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001456', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19743&row_limit=1,Người khác có thể nộp thay hồ sơ cho người đề nghị cấp hộ chiếu được không?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001456', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19760&row_limit=1,"Hộ chiếu của tôi có thời hạn 10 năm, tại sao khi bổ sung thông tin con đẻ của tôi vào thì hộ chiếu đó lại có thêm dòng bị chú thời hạn mới và đâu mới là thời hạn thật của hộ chiếu?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001456', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19370&row_limit=1,"Nơi nào tiếp nhận hồ sơ làm thủ tục cấp, đổi, cấp lại thẻ Căn cước công dân?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000757', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000377', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000408', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000889', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001194']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19726&row_limit=1,Muốn khai tờ khai điện tử đề nghị cấp hộ chiếu thì làm thế nào?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001456', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19742&row_limit=1,"Công dân Việt Nam đã được cấp hộ chiếu và được nước ngoài cấp visa vào hộ chiếu đó, nhưng sau đó làm thất lạc hộ chiếu và được cấp hộ chiếu mới. Khi tìm thấy hộ chiếu cũ (có visa của nước ngoài) thì có được tiếp tục sử dụng hộ chiếu cũ nữa hay không?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001456', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19386&row_limit=1,"Nơi làm thủ tục cấp, đổi, cấp lại Chứng minh nhân dân ở đâu?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001238', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003092', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003404', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003410', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003411']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19354&row_limit=1,Công dân được cấp lại thẻ căn cước công dân trong những trường hợp nào?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000377', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001194']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19724&row_limit=1,Quy định về ảnh nộp để cấp hộ chiếu phổ thông?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001456', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19727&row_limit=1,"Trong trường hợp việc đề nghị cấp hộ chiếu được ủy thác cho cơ quan, tổ chức có tư cách pháp nhân nộp hồ sơ cần làm gì?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001456', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19739&row_limit=1,"Người bị mất hộ chiếu, đề nghị cấp lại thì có thể trực tiếp nộp hồ sơ tại Cục Quản lý xuất nhập cảnh được không?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001456', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19741&row_limit=1,Khi bị mất hộ chiếu tôi có thể gửi đơn trình báo qua đường bưu điện không?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000539', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001445']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19393&row_limit=1,"Ai có thẩm quyền cấp, đổi, cấp lại Chứng minh nhân dân?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003404', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003410', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003411']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19394&row_limit=1,Lệ phí cấp Chứng minh nhân dân được quy định như thế nào?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001238', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003411']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19368&row_limit=1,"Trình tự, thủ tục cấp thẻ Căn cước công dân được quy định như thế nào?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000200', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001174', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001177', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001196']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19729&row_limit=1,"Sau khi làm thủ tục cấp hộ chiếu, tôi có thể nhận tại nhà được không? Có mất phí không?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001456', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19735&row_limit=1,Trẻ em dưới 14 tuổi khi làm thủ tục cấp hộ chiếu có cần phải trực tiếp đến cơ quan Quản lý xuất nhập cảnh để nộp hồ sơ hay không?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001456', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19762&row_limit=1,Sau khi nộp hồ sơ cấp hộ chiếu thì bao lâu tôi được lấy hộ chiếu?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001456', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19728&row_limit=1,"Con trai tôi năm nay 12 tuổi, muốn được cấp hộ chiếu riêng thì cần phải làm thế nào?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001456', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19737&row_limit=1,"Người Việt Nam định cư ở nước ngoài về nước, bị mất hộ chiếu mà không có hộ khẩu, CMND thì có được cấp lại hộ chiếu hay không?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19738&row_limit=1,"Hiện nay, lệ phí cấp 01 cuốn hộ chiếu là 200.000 đồng, trường hợp người dân muốn cấp hộ chiếu sớm thì có phải nộp thêm phí hay không?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001456', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19384&row_limit=1,"Trình tự, thủ tục cấp Chứng minh nhân dân được quy định như thế nào?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001238', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003411']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19385&row_limit=1,"Trình tự, thủ tục đổi, cấp lại Chứng minh nhân dân được quy định như thế nào?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003092', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003404', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003410', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004364']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19353&row_limit=1,Công dân phải đổi thẻ Căn cước công dân trong những trường hợp nào?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000408', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000889', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001195']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19734&row_limit=1,"Mẹ tôi đang nằm viện Bạch Mai (Hà Nội) hiện đang bị bệnh hiểm nghèo cần phải chuyển sang viện ở Singapore để mổ gấp mà hộ khẩu lại ở tỉnh, vậy có thể làm thủ tục để cấp hộ chiếu ở Hà Nội được không?",['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19745&row_limit=1,"Đối với trường hợp trẻ em dưới 14 tuổi sử dụng tờ khai điện tử để làm thủ tục cấp hộ chiếu thì việc xác nhận, giáp lai ảnh thực hiện như thế nào?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001456', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19746&row_limit=1,Người được cấp thẻ Căn cước công dân ở tỉnh này nhưng mới chuyển hộ khẩu sang tỉnh khác thì có phải đổi thẻ Căn cước công dân để được cấp hộ chiếu hay không?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000200', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000952', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001247', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001174', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.001196']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=19736&row_limit=1,"Trường hợp người đề nghị cấp hộ chiếu không đến nhận kết quả được, có nhờ người khác đến nhận kết quả thay được không?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001456', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001471']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17211&row_limit=1,Cơ quan nào thực hiện việc đăng ký nuôi con nuôi nước ngoài?,"['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.003213', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.004878']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17396&row_limit=1,"Tôi có người em bị tâm thần nhẹ, nay em tôi chuẩn bị lấy chồng. Vậy em tôi có được đăng ký kết hôn theo quy định hay không?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000094', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000593', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000894', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000806']"
https://dichvucong.gov.vn/p/home/dvc-chi-tiet-cau-hoi.html?id=17406&row_limit=1,"Tôi có vợ và hai con. Tôi có quan hệ tình cảm ngoài luồng với một cô khác và sinh được bé trai. Vậy, nay tôi muốn nhận con tôi thì tôi có cần sự xác nhận hay văn bản đồng ý gì từ phía vợ của tôi không?","['https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000080', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.000689', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001022', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=2.000547', 'https://dichvucong.gov.vn/p/home/dvc-chi-tiet-thu-tuc-hanh-chinh.html?ma_thu_tuc=1.001695']"
